country,region,continent,alliances,metric,value
New Zealand,Oceania,Oceania,FIVE_EYES,kpi_assets_per_capita,42.04
Georgia,Eastern Europe,Europe,None,kpi_assets_per_capita,73.35
Panama,Central America,North America,None,kpi_assets_per_capita,7.38
Mauritania,West Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_assets_per_capita,15.78
Croatia,Southern Europe,Europe,"NATO, EU",kpi_assets_per_capita,72.05
Oman,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,112.35
Bosnia and Herzegovina,Eastern Europe,Europe,None,kpi_assets_per_capita,20.72
Moldova,Eastern Europe,Europe,None,kpi_assets_per_capita,13.97
Uruguay,South America,South America,None,kpi_assets_per_capita,91.38
Mongolia,East Asia,Asia,None,kpi_assets_per_capita,91.02
Kuwait,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,199.28
Albania,Southern Europe,Europe,NATO,kpi_assets_per_capita,60.51
Armenia,Eastern Europe,Europe,None,kpi_assets_per_capita,49.92
Namibia,Southern Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,76.58
Lithuania,Northern Europe,Europe,"NATO, EU",kpi_assets_per_capita,48.93
Qatar,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,215.08
Gabon,Central Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,18.45
Botswana,Southern Africa,Africa,AFRICAN_UNION,kpi_assets_per_capita,53.62
North Macedonia,Eastern Europe,Europe,NATO,kpi_assets_per_capita,53.75
Slovenia,Southern Europe,Europe,"NATO, EU",kpi_assets_per_capita,72.6
Kosovo,Eastern Europe,Europe,None,kpi_assets_per_capita,37.28
Latvia,Northern Europe,Europe,"NATO, EU",kpi_assets_per_capita,103.98
Bahrain,Middle East,Asia,ARAB_LEAGUE,kpi_assets_per_capita,198.48
Estonia,Northern Europe,Europe,"NATO, EU",kpi_assets_per_capita,142.24
Bhutan,South Asia,Asia,None,kpi_assets_per_capita,9.72
Luxembourg,Western Europe,Europe,"NATO, EU",kpi_assets_per_capita,27.26
Suriname,South America,South America,None,kpi_assets_per_capita,103.59
Montenegro,Southern Europe,Europe,NATO,kpi_assets_per_capita,82.69
Beliz,Central America,North America,None,kpi_assets_per_capita,33.91
Iceland,Northern Europe,Europe,NATO,kpi_assets_per_capita,41.2
China,East Asia,Asia,"BRICS, SCO",kpi_budget_to_gdp_ratio,0.8545
India,South Asia,Asia,"BRICS, SCO",kpi_budget_to_gdp_ratio,0.5723
United States,North America,North America,"NATO, FIVE_EYES",kpi_budget_to_gdp_ratio,3.6291
Indonesia,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,0.2714
Pakistan,South Asia,Asia,SCO,kpi_budget_to_gdp_ratio,0.5672
Nigeria,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.2478
Brazil,South America,South America,BRICS,kpi_budget_to_gdp_ratio,0.6513
Bangladesh,South Asia,Asia,None,kpi_budget_to_gdp_ratio,0.3096
Russia,Eastern Europe,Europe,"BRICS, SCO",kpi_budget_to_gdp_ratio,2.1664
Mexico,Central America,North America,None,kpi_budget_to_gdp_ratio,0.2645
Japan,East Asia,Asia,None,kpi_budget_to_gdp_ratio,0.9894
Ethiopia,East Africa,Africa,"BRICS, AFRICAN_UNION",kpi_budget_to_gdp_ratio,0.5915
Philippines,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,0.3849
Democratic Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.5172
Egypt,North Africa,Africa,"BRICS, ARAB_LEAGUE, AFRICAN_UNION",kpi_budget_to_gdp_ratio,0.3075
Vietnam,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,0.6347
Iran,Middle East,Asia,"BRICS, SCO",kpi_budget_to_gdp_ratio,1.0729
Turkiye,Middle East,Asia,NATO,kpi_budget_to_gdp_ratio,1.6008
Germany,Western Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,0.956
Thailand,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,0.3884
United Kingdom,Western Europe,Europe,"NATO, FIVE_EYES",kpi_budget_to_gdp_ratio,1.9324
France,Western Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.4612
Tanzania,East Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.601
Italy,Southern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,0.9974
South Africa,Southern Africa,Africa,"BRICS, AFRICAN_UNION",kpi_budget_to_gdp_ratio,0.2627
Kenya,East Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.4163
Myanmar,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,1.0148
South Korea,East Asia,Asia,None,kpi_budget_to_gdp_ratio,1.7706
Sudan,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_budget_to_gdp_ratio,0.2514
Colombia,South America,South America,None,kpi_budget_to_gdp_ratio,1.0778
Uganda,East Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.7263
Spain,Southern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.0436
Algeria,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_budget_to_gdp_ratio,3.5717
Argentina,South America,South America,None,kpi_budget_to_gdp_ratio,0.0752
Iraq,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,1.3829
Afghanistan,South Asia,Asia,None,kpi_budget_to_gdp_ratio,0.5295
Canada,North America,North America,"NATO, FIVE_EYES",kpi_budget_to_gdp_ratio,1.832
Poland,Eastern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,3.0136
Morocco,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_budget_to_gdp_ratio,3.9706
Angola,Southern Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.4143
Saudi Arabia,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_budget_to_gdp_ratio,4.083
Uzbekistan,Central Asia,Asia,SCO,kpi_budget_to_gdp_ratio,0.8784
Ukraine,Eastern Europe,Europe,None,kpi_budget_to_gdp_ratio,9.5896
Ghana,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.1343
Malaysia,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,0.4167
Mozambique,East Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.8145
Peru,South America,South America,None,kpi_budget_to_gdp_ratio,0.6607
Yemen,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,1.2095
Venezuela,South America,South America,None,kpi_budget_to_gdp_ratio,1.3829
Nepal,South Asia,Asia,None,kpi_budget_to_gdp_ratio,0.2835
Cameroon,Central Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.3995
Ivory Coast,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.3302
Madagascar,East Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.2189
Australia,Oceania,Oceania,FIVE_EYES,kpi_budget_to_gdp_ratio,3.5164
Niger,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.7549
North Korea,East Asia,Asia,None,kpi_budget_to_gdp_ratio,6.5778
Syria,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,0.5218
Taiwan,East Asia,Asia,None,kpi_budget_to_gdp_ratio,1.57
Burkina Faso,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.1422
Mali,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,1.1363
Sri Lanka,South Asia,Asia,None,kpi_budget_to_gdp_ratio,0.4407
Zambia,Southern Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.5154
Kazakhstan,Central Asia,Asia,SCO,kpi_budget_to_gdp_ratio,0.2904
Chad,Central Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,1.1753
Senegal,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.6011
Chile,South America,South America,None,kpi_budget_to_gdp_ratio,0.8689
Ecuador,South America,South America,None,kpi_budget_to_gdp_ratio,0.9131
Guatemala,Central America,North America,None,kpi_budget_to_gdp_ratio,0.1831
Romania,Eastern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.2563
Netherlands,Western Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,2.1774
Zimbabwe,Southern Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.9061
Cambodia,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,1.0012
Benin,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.1873
Somalia,East Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_budget_to_gdp_ratio,0.6489
South Sudan,East Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.8761
Bolivia,South America,South America,None,kpi_budget_to_gdp_ratio,0.4593
Tunisia,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_budget_to_gdp_ratio,0.9112
Belgium,Western Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.3571
Jordan,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,2.3407
Cuba,Caribbean,North America,None,kpi_budget_to_gdp_ratio,3.1887
Czechia,Eastern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.3006
Dominican Republic,Caribbean,North America,None,kpi_budget_to_gdp_ratio,0.3099
Azerbaijan,Eastern Europe,Europe,None,kpi_budget_to_gdp_ratio,2.3159
Portugal,Southern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,0.8732
Sweden,Northern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.9221
Greece,Southern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.7297
Tajikistan,Central Asia,Asia,SCO,kpi_budget_to_gdp_ratio,0.9598
United Arab Emirates,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_budget_to_gdp_ratio,0.3074
Hungary,Eastern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.1766
Honduras,Central America,North America,None,kpi_budget_to_gdp_ratio,0.6007
Belarus,Eastern Europe,Europe,SCO,kpi_budget_to_gdp_ratio,0.4237
Israel,Middle East,Asia,None,kpi_budget_to_gdp_ratio,6.4752
Sierra Leone,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,1.5622
Austria,Western Europe,Europe,EU,kpi_budget_to_gdp_ratio,0.9275
Switzerland,Western Europe,Europe,None,kpi_budget_to_gdp_ratio,3.4123
Laos,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,0.2104
Paraguay,South America,South America,None,kpi_budget_to_gdp_ratio,16.2883
Libya,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_budget_to_gdp_ratio,2.5092
Bulgaria,Eastern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,0.6415
Nicaragua,Central America,North America,None,kpi_budget_to_gdp_ratio,0.1801
Serbia,Eastern Europe,Europe,None,kpi_budget_to_gdp_ratio,1.4102
El Salvador,Central America,North America,None,kpi_budget_to_gdp_ratio,0.465
Eritrea,East Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,2.0408
Kyrgyzstan,Central Asia,Asia,SCO,kpi_budget_to_gdp_ratio,0.4879
Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.8029
Singapore,Southeast Asia,Asia,ASEAN,kpi_budget_to_gdp_ratio,1.9874
Denmark,Northern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.6867
Turkmenistan,Central Asia,Asia,None,kpi_budget_to_gdp_ratio,1.1373
Central African Republic,Central Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.7863
Finland,Northern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,2.1112
Slovakia,Eastern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.2466
Norway,Northern Europe,Europe,NATO,kpi_budget_to_gdp_ratio,1.9438
Liberia,West Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,4.1063
Lebanon,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,1.1672
Ireland,Western Europe,Europe,EU,kpi_budget_to_gdp_ratio,0.2465
New Zealand,Oceania,Oceania,FIVE_EYES,kpi_budget_to_gdp_ratio,1.1893
Georgia,Eastern Europe,Europe,None,kpi_budget_to_gdp_ratio,0.5925
Panama,Central America,North America,None,kpi_budget_to_gdp_ratio,0.5737
Mauritania,West Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_budget_to_gdp_ratio,0.8595
Croatia,Southern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,0.7382
Oman,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,4.4096
Bosnia and Herzegovina,Eastern Europe,Europe,None,kpi_budget_to_gdp_ratio,0.3393
Moldova,Eastern Europe,Europe,None,kpi_budget_to_gdp_ratio,4.3881
Uruguay,South America,South America,None,kpi_budget_to_gdp_ratio,0.7349
Mongolia,East Asia,Asia,None,kpi_budget_to_gdp_ratio,0.2935
Kuwait,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,3.1726
Albania,Southern Europe,Europe,NATO,kpi_budget_to_gdp_ratio,1.1269
Armenia,Eastern Europe,Europe,None,kpi_budget_to_gdp_ratio,2.9448
Namibia,Southern Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,1.2373
Lithuania,Northern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.8001
Qatar,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,3.0927
Gabon,Central Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.5702
Botswana,Southern Africa,Africa,AFRICAN_UNION,kpi_budget_to_gdp_ratio,0.9961
North Macedonia,Eastern Europe,Europe,NATO,kpi_budget_to_gdp_ratio,0.9151
Slovenia,Southern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,0.8692
Kosovo,Eastern Europe,Europe,None,kpi_budget_to_gdp_ratio,1.0957
Latvia,Northern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,1.5993
Bahrain,Middle East,Asia,ARAB_LEAGUE,kpi_budget_to_gdp_ratio,1.8683
Estonia,Northern Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,2.5504
Bhutan,South Asia,Asia,None,kpi_budget_to_gdp_ratio,0.1275
Luxembourg,Western Europe,Europe,"NATO, EU",kpi_budget_to_gdp_ratio,0.8201
Suriname,South America,South America,None,kpi_budget_to_gdp_ratio,1.2179
Montenegro,Southern Europe,Europe,NATO,kpi_budget_to_gdp_ratio,0.8653
Beliz,Central America,North America,None,kpi_budget_to_gdp_ratio,0.5619
Iceland,Northern Europe,Europe,NATO,kpi_budget_to_gdp_ratio,1.1944
China,East Asia,Asia,"BRICS, SCO",kpi_air_power_score,7236.0
India,South Asia,Asia,"BRICS, SCO",kpi_air_power_score,3588.0
United States,North America,North America,"NATO, FIVE_EYES",kpi_air_power_score,19040.0
Indonesia,Southeast Asia,Asia,ASEAN,kpi_air_power_score,574.0
Pakistan,South Asia,Asia,SCO,kpi_air_power_score,2209.0
Nigeria,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,246.0
Brazil,South America,South America,BRICS,kpi_air_power_score,576.0
Bangladesh,South Asia,Asia,None,kpi_air_power_score,266.0
Russia,Eastern Europe,Europe,"BRICS, SCO",kpi_air_power_score,8307.0
Mexico,Central America,North America,None,kpi_air_power_score,397.0
Japan,East Asia,Asia,None,kpi_air_power_score,2004.0
Ethiopia,East Africa,Africa,"BRICS, AFRICAN_UNION",kpi_air_power_score,157.0
Philippines,Southeast Asia,Asia,ASEAN,kpi_air_power_score,228.0
Democratic Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_air_power_score,73.0
Egypt,North Africa,Africa,"BRICS, ARAB_LEAGUE, AFRICAN_UNION",kpi_air_power_score,1860.0
Vietnam,Southeast Asia,Asia,ASEAN,kpi_air_power_score,376.0
Iran,Middle East,Asia,"BRICS, SCO",kpi_air_power_score,982.0
Turkiye,Middle East,Asia,NATO,kpi_air_power_score,1620.0
Germany,Western Europe,Europe,"NATO, EU",kpi_air_power_score,1099.0
Thailand,Southeast Asia,Asia,ASEAN,kpi_air_power_score,656.0
United Kingdom,Western Europe,Europe,"NATO, FIVE_EYES",kpi_air_power_score,939.0
France,Western Europe,Europe,"NATO, EU",kpi_air_power_score,1526.0
Tanzania,East Africa,Africa,AFRICAN_UNION,kpi_air_power_score,68.0
Italy,Southern Europe,Europe,"NATO, EU",kpi_air_power_score,1069.0
South Africa,Southern Africa,Africa,"BRICS, AFRICAN_UNION",kpi_air_power_score,160.0
Kenya,East Africa,Africa,AFRICAN_UNION,kpi_air_power_score,176.0
Myanmar,Southeast Asia,Asia,ASEAN,kpi_air_power_score,457.0
South Korea,East Asia,Asia,None,kpi_air_power_score,2612.0
Sudan,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_air_power_score,363.0
Colombia,South America,South America,None,kpi_air_power_score,454.0
Uganda,East Africa,Africa,AFRICAN_UNION,kpi_air_power_score,70.0
Spain,Southern Europe,Europe,"NATO, EU",kpi_air_power_score,782.0
Algeria,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_air_power_score,1012.0
Argentina,South America,South America,None,kpi_air_power_score,263.0
Iraq,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,540.0
Afghanistan,South Asia,Asia,None,kpi_air_power_score,10.0
Canada,North America,North America,"NATO, FIVE_EYES",kpi_air_power_score,446.0
Poland,Eastern Europe,Europe,"NATO, EU",kpi_air_power_score,692.0
Morocco,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_air_power_score,418.0
Angola,Southern Africa,Africa,AFRICAN_UNION,kpi_air_power_score,480.0
Saudi Arabia,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_air_power_score,1710.0
Uzbekistan,Central Asia,Asia,SCO,kpi_air_power_score,421.0
Ukraine,Eastern Europe,Europe,None,kpi_air_power_score,608.0
Ghana,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,14.0
Malaysia,Southeast Asia,Asia,ASEAN,kpi_air_power_score,198.0
Mozambique,East Africa,Africa,AFRICAN_UNION,kpi_air_power_score,43.0
Peru,South America,South America,None,kpi_air_power_score,316.0
Yemen,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,182.0
Venezuela,South America,South America,None,kpi_air_power_score,268.0
Nepal,South Asia,Asia,None,kpi_air_power_score,12.0
Cameroon,Central Africa,Africa,AFRICAN_UNION,kpi_air_power_score,28.0
Ivory Coast,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,20.0
Madagascar,East Africa,Africa,AFRICAN_UNION,kpi_air_power_score,5.0
Australia,Oceania,Oceania,FIVE_EYES,kpi_air_power_score,469.0
Niger,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,26.0
North Korea,East Asia,Asia,None,kpi_air_power_score,1962.0
Syria,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,504.0
Taiwan,East Asia,Asia,None,kpi_air_power_score,1536.0
Burkina Faso,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,39.0
Mali,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,100.0
Sri Lanka,South Asia,Asia,None,kpi_air_power_score,103.0
Zambia,Southern Africa,Africa,AFRICAN_UNION,kpi_air_power_score,54.0
Kazakhstan,Central Asia,Asia,SCO,kpi_air_power_score,407.0
Chad,Central Africa,Africa,AFRICAN_UNION,kpi_air_power_score,52.0
Senegal,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,40.0
Chile,South America,South America,None,kpi_air_power_score,317.0
Ecuador,South America,South America,None,kpi_air_power_score,74.0
Guatemala,Central America,North America,None,kpi_air_power_score,38.0
Romania,Eastern Europe,Europe,"NATO, EU",kpi_air_power_score,166.0
Netherlands,Western Europe,Europe,"NATO, EU",kpi_air_power_score,212.0
Zimbabwe,Southern Africa,Africa,AFRICAN_UNION,kpi_air_power_score,112.0
Cambodia,Southeast Asia,Asia,ASEAN,kpi_air_power_score,23.0
Benin,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,5.0
Somalia,East Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_air_power_score,0.0
South Sudan,East Africa,Africa,AFRICAN_UNION,kpi_air_power_score,30.0
Bolivia,South America,South America,None,kpi_air_power_score,48.0
Tunisia,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_air_power_score,158.0
Belgium,Western Europe,Europe,"NATO, EU",kpi_air_power_score,193.0
Jordan,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,450.0
Cuba,Caribbean,North America,None,kpi_air_power_score,63.0
Czechia,Eastern Europe,Europe,"NATO, EU",kpi_air_power_score,154.0
Dominican Republic,Caribbean,North America,None,kpi_air_power_score,84.0
Azerbaijan,Eastern Europe,Europe,None,kpi_air_power_score,233.0
Portugal,Southern Europe,Europe,"NATO, EU",kpi_air_power_score,157.0
Sweden,Northern Europe,Europe,"NATO, EU",kpi_air_power_score,324.0
Greece,Southern Europe,Europe,"NATO, EU",kpi_air_power_score,1018.0
Tajikistan,Central Asia,Asia,SCO,kpi_air_power_score,34.0
United Arab Emirates,Middle East,Asia,"BRICS, ARAB_LEAGUE",kpi_air_power_score,796.0
Hungary,Eastern Europe,Europe,"NATO, EU",kpi_air_power_score,108.0
Honduras,Central America,North America,None,kpi_air_power_score,54.0
Belarus,Eastern Europe,Europe,SCO,kpi_air_power_score,418.0
Israel,Middle East,Asia,None,kpi_air_power_score,1290.0
Sierra Leone,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,1.0
Austria,Western Europe,Europe,EU,kpi_air_power_score,108.0
Switzerland,Western Europe,Europe,None,kpi_air_power_score,222.0
Laos,Southeast Asia,Asia,ASEAN,kpi_air_power_score,28.0
Paraguay,South America,South America,None,kpi_air_power_score,26.0
Libya,North Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_air_power_score,120.0
Bulgaria,Eastern Europe,Europe,"NATO, EU",kpi_air_power_score,96.0
Nicaragua,Central America,North America,None,kpi_air_power_score,14.0
Serbia,Eastern Europe,Europe,None,kpi_air_power_score,162.0
El Salvador,Central America,North America,None,kpi_air_power_score,78.0
Eritrea,East Africa,Africa,AFRICAN_UNION,kpi_air_power_score,32.0
Kyrgyzstan,Central Asia,Asia,SCO,kpi_air_power_score,11.0
Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_air_power_score,18.0
Singapore,Southeast Asia,Asia,ASEAN,kpi_air_power_score,486.0
Denmark,Northern Europe,Europe,"NATO, EU",kpi_air_power_score,178.0
Turkmenistan,Central Asia,Asia,None,kpi_air_power_score,218.0
Central African Republic,Central Africa,Africa,AFRICAN_UNION,kpi_air_power_score,18.0
Finland,Northern Europe,Europe,"NATO, EU",kpi_air_power_score,257.0
Slovakia,Eastern Europe,Europe,"NATO, EU",kpi_air_power_score,38.0
Norway,Northern Europe,Europe,NATO,kpi_air_power_score,145.0
Liberia,West Africa,Africa,AFRICAN_UNION,kpi_air_power_score,0.0
Lebanon,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,96.0
Ireland,Western Europe,Europe,EU,kpi_air_power_score,15.0
New Zealand,Oceania,Oceania,FIVE_EYES,kpi_air_power_score,34.0
Georgia,Eastern Europe,Europe,None,kpi_air_power_score,87.0
Panama,Central America,North America,None,kpi_air_power_score,30.0
Mauritania,West Africa,Africa,"ARAB_LEAGUE, AFRICAN_UNION",kpi_air_power_score,24.0
Croatia,Southern Europe,Europe,"NATO, EU",kpi_air_power_score,82.0
Oman,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,192.0
Bosnia and Herzegovina,Eastern Europe,Europe,None,kpi_air_power_score,22.0
Moldova,Eastern Europe,Europe,None,kpi_air_power_score,2.0
Uruguay,South America,South America,None,kpi_air_power_score,42.0
Mongolia,East Asia,Asia,None,kpi_air_power_score,4.0
Kuwait,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,258.0
Albania,Southern Europe,Europe,NATO,kpi_air_power_score,19.0
Armenia,Eastern Europe,Europe,None,kpi_air_power_score,143.0
Namibia,Southern Africa,Africa,AFRICAN_UNION,kpi_air_power_score,58.0
Lithuania,Northern Europe,Europe,"NATO, EU",kpi_air_power_score,6.0
Qatar,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,534.0
Gabon,Central Africa,Africa,AFRICAN_UNION,kpi_air_power_score,38.0
Botswana,Southern Africa,Africa,AFRICAN_UNION,kpi_air_power_score,64.0
North Macedonia,Eastern Europe,Europe,NATO,kpi_air_power_score,23.0
Slovenia,Southern Europe,Europe,"NATO, EU",kpi_air_power_score,28.0
Kosovo,Eastern Europe,Europe,None,kpi_air_power_score,0.0
Latvia,Northern Europe,Europe,"NATO, EU",kpi_air_power_score,7.0
Bahrain,Middle East,Asia,ARAB_LEAGUE,kpi_air_power_score,246.0
Estonia,Northern Europe,Europe,"NATO, EU",kpi_air_power_score,4.0
Bhutan,South Asia,Asia,None,kpi_air_power_score,2.0
Luxembourg,Western Europe,Europe,"NATO, EU",kpi_air_power_score,0.0
Suriname,South America,South America,None,kpi_air_power_score,3.0
Montenegro,Southern Europe,Europe,NATO,kpi_air_power_score,11.0
Beliz,Central America,North America,None,kpi_air_power_score,2.0
Iceland,Northern Europe,Europe,NATO,kpi_air_power_score,0.0
China,East Asia,Asia,"BRICS, SCO",kpi_naval_power_score,1528.0
India,South Asia,Asia,"BRICS, SCO",kpi_naval_power_score,534.0
United States,North America,North America,"NATO, FIVE_EYES",kpi_naval_power_score,1875.0
Indonesia,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,226.0
Pakistan,South Asia,Asia,SCO,kpi_naval_power_score,168.0
Nigeria,West Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,70.0
Brazil,South America,South America,BRICS,kpi_naval_power_score,90.0
Bangladesh,South Asia,Asia,None,kpi_naval_power_score,100.0
Russia,Eastern Europe,Europe,"BRICS, SCO",kpi_naval_power_score,976.0
Mexico,Central America,North America,None,kpi_naval_power_score,112.0
Japan,East Asia,Asia,None,kpi_naval_power_score,548.0
Ethiopia,East Africa,Africa,"BRICS, AFRICAN_UNION",kpi_naval_power_score,0.0
Philippines,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,62.0
Democratic Republic of the Congo,Central Africa,Africa,AFRICAN_UNION,kpi_naval_power_score,8.0
Egypt,North Africa,Africa,"BRICS, ARAB_LEAGUE, AFRICAN_UNION",kpi_naval_power_score,194.0
Vietnam,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,172.0
Iran,Middle East,Asia,"BRICS, SCO",kpi_naval_power_score,324.0
Turkiye,Middle East,Asia,NATO,kpi_naval_power_score,272.0
Germany,Western Europe,Europe,"NATO, EU",kpi_naval_power_score,124.0
Thailand,Southeast Asia,Asia,ASEAN,kpi_naval_power_score,168.0
United Kingdom,Western Europe,Europe,"NATO, FIVE_EYES",kpi_naval_power_score,298.0
France,Western Europe,Europe,"NATO, EU",kpi_naval_power_score,292.0
