overall_rank,country,manpower_norm,air_power_norm,land_power_norm,naval_power_norm,logistics_power_norm,energy_power_norm,geographical_power_norm,economic_power_norm,debt_norm,budget_to_gdp_norm,assets_per_capita_norm,is_nato,is_eu,is_brics,overall_power_index,power_rank_gap
106,Iceland,9.603115944604582e-05,0.0,0.0003758202276468392,0.0,0.0018931209119211112,4.19226896866441e-09,0.006096069466223708,0.0009236509213699729,0.9842561118199642,0.07332958776533258,0.04312972527818006,1,0,0,0.11091764708209835,105
107,Suriname,0.00016393580115324537,0.00021910604732690623,0.00162855431980297,8.156055079279255e-06,0.0006341802886447816,2.0982713204570095e-06,0.009693515211958633,0.0003810099087408129,0.9965174103911634,0.07476890385500556,0.02241894412155814,0,0,0,0.11060548043630132,106
108,Zambia,0.008351990867098327,0.0056967572304995615,0.0013178762649482495,0.0,0.010277604595546304,1.9265856956980603e-05,0.04395409767453663,0.002282333300449291,0.9967700464459585,0.03164185491575013,0.006414731153817152,0,0,0,0.11044442250051119,107
109,Sierra Leone,0.002312084625674745,7.303534910896874e-05,0.0003758202276468392,3.358375620879693e-06,0.001781965454564953,1.83157382126115e-10,0.004289322400036801,0.00043955859116056396,0.9965630094826068,0.0959104207408438,0.0026097469820830213,0,0,0,0.11039187638213441,108
110,Uganda,0.0195922278562852,0.003834355828220859,0.01043527498766057,0.0,0.003163220557643887,0.0003552854947694608,0.014122985797119889,0.004011454235590318,0.9983695382946094,0.04459211566929392,0.004009806050449254,0,0,0,0.10984748105360523,109
111,Slovenia,0.0013400061465741327,0.0029944493134677185,0.0037582022764683924,9.595358916799122e-07,0.005832255835516589,1.9225847244396165e-05,0.001288563780633734,0.0030131644625204504,0.9899108796074709,0.053361076813669604,0.03859263181129758,1,1,0,0.1097098250968235,110
112,Central African Republic,0.002525588728947182,0.00043821209465381246,0.0005712467460231957,0.0,0.00348436852831044,6.109316234917747e-08,0.03659866438026403,0.00017946989667139992,0.9978678013238381,0.04827304905772251,0.006082096855851164,0,0,0,0.10958410888087729,111
113,Albania,0.0020412588631302125,0.001387671633070406,0.005078584009600954,9.115590970959167e-06,0.0006437451650274498,0.00013158876996225975,0.0017289384623745286,0.0016199127488662553,0.9972402572603438,0.06918568200029147,0.01676681510559956,1,0,0,0.10942136568603715,112
114,Republic of the Congo,0.002642686133902079,0.000985977212971078,0.0018640683291283227,9.595358916799122e-07,0.003464514163697932,0.0058553640270686165,0.02017907913778102,0.001121409865994948,0.9971842825026886,0.04929117787830378,0.012476543779214212,0,0,0,0.10939446527006476,113
115,Sri Lanka,0.01403613237421592,0.006536663745252702,0.008413362162920573,0.006589612736111797,0.01677838732126362,4.487355862089817e-08,0.0038881127340645604,0.008351978924870348,0.9969746938266845,0.027056348037864764,0.0131843905135874,0,0,0,0.10934577483255244,114
116,Bulgaria,0.0041728083037480546,0.005039439088518843,0.012777887739992534,1.2713850564758837e-05,0.0034392976714163522,0.0002225856310747633,0.006576362337113221,0.007491031973961038,0.9976270295515436,0.03938486016644163,0.02333809550558634,1,1,0,0.1092591079846,115
117,Croatia,0.002608635861760905,0.00518550978673678,0.007521415489305409,9.8352428897191e-06,0.004349844918572468,0.0005745899223958955,0.004019628393524053,0.004683373311758158,0.9935378457149989,0.045321143341282136,0.028682976481463236,1,1,0,0.10918114251529296,116
118,Tajikistan,0.006620031052029199,0.002044989775051125,0.0032921851941863116,0.0,0.004448971819265574,0.00020062838424678668,0.008599501909062774,0.0014212363407943424,0.9971199140575382,0.05892684198149393,0.008280748278440535,0,0,0,0.10895338124513146,117
119,Cameroon,0.01223550976740147,0.002556237218813906,0.001302843455842376,2.4468165237837763e-05,0.011422491314077788,0.0028235369453606285,0.027859188095318378,0.004156461619910471,0.9987192586110275,0.02452438806390175,0.005322430988070325,0,0,0,0.10867903526250519,118
120,Montenegro,0.00017015376303305266,0.0008033888401986561,0.0012402067512345696,3.838143566719649e-06,0.0011650309278828609,6.924549742761085e-06,0.0008566478153163253,0.0005390638391779834,0.9967645200697434,0.053125263572724075,0.03126820707907842,1,0,0,0.10854041815125208,119
121,Somalia,0.003491966938171629,0.0,0.0017087293017009624,4.797679458399561e-06,0.002180791815248326,0.00011524681710272022,0.03725699585094166,0.0007595452412200992,0.9958589021377768,0.03984078807327606,0.003029863419826541,0,0,0,0.10834880820335031,120
122,North Macedonia,0.0012958226899682317,0.0016067776803973123,0.0032445812986843787,0.0,0.0021584737703554337,1.257275709276622e-05,0.0015382697243651936,0.0013692582732288405,0.9951491212497781,0.05618367219736826,0.02165673966257136,1,0,0,0.1082846031030581,121
123,Georgia,0.003727235322482418,0.0048568507157464216,0.00938297835024942,1.2953734537678816e-05,0.0031456849509423285,0.0002490241000276105,0.004161224988994979,0.0025513357554138405,0.9969821718702646,0.036373291705197784,0.023307535109158648,0,0,0,0.1082198950847602,122
124,Kosovo,0.0011980835712478758,0.0,0.0018465300518381367,0.0,0.00035549457222249756,3.219532322684755e-05,0.0006721203371760239,0.0007240086959255988,0.9978367372270907,0.06727005053606973,0.010036618533743222,0,0,0,0.1079247830152615,123
125,Ivory Coast,0.014671401991652087,0.0014972246567338593,0.0016686418107519662,1.4393038375198684e-06,0.011987253787763509,0.0006855598925210494,0.01896930887999526,0.006038754552222214,0.9982172844617544,0.020275006187148673,0.00582022694664295,0,0,0,0.10737933479188014,124
126,Kyrgyzstan,0.004335599100319475,0.0005842827928717499,0.007819566203238568,0.0,0.004992865471752746,0.0007057268023948096,0.011882758482441386,0.0014000111048710023,0.9972297222608343,0.029953356808044826,0.015345192525757952,0,0,0,0.10728490704476557,125
127,Gabon,0.001074737793544105,0.0017528483786152498,0.0010973950647287704,2.1589557562798025e-06,0.0021861539429173975,0.0005885705492326044,0.01584056872237809,0.0014321164676751711,0.997561360323729,0.03500380288639173,0.015817558304695247,0,0,0,0.10709251549219885,126
128,Senegal,0.00824966748667359,0.003432661408121531,0.004424656813495454,1.9190717833598245e-06,0.0025552712178667255,2.232688488117342e-06,0.01164156919154717,0.00225332772729341,0.9972604410682065,0.036904218909949146,0.005299176335860558,0,0,0,0.10697718141919921,127
129,Madagascar,0.013950431716268776,0.00036517674554484373,0.00043344599588602124,2.3988397291997806e-06,0.0047257735448852116,3.0634089701604546e-06,0.034325471246099866,0.0015457322388441974,0.9988940502870549,0.013440587954476764,0.003408302690626771,0,0,0,0.10695487024295428,128
130,Laos,0.004547424240727641,0.0024101665205959683,0.011853369979981309,1.727164605023842e-05,0.0057981990786995135,1.8429702805934416e-06,0.014291406952207441,0.0018910251854385922,0.9951874457090735,0.012915296140631366,0.015918680267867844,0,0,0,0.10629411035061154,129
131,Honduras,0.005352307297848799,0.00292141396435875,0.0016460925970931558,4.581783882771581e-05,0.0023284677097019438,5.23056781711712e-09,0.006660486010036209,0.002198200772406043,0.9976063045939471,0.036881709879749106,0.0072608578701578875,0,0,0,0.10607034629922885,130
132,Ghana,0.01801530830955264,0.001387671633070406,0.004600039586397312,1.3193618510598794e-05,0.009671974013680092,0.0006190184085782272,0.01406609223871054,0.006684471749739279,0.9981620024027602,0.008247692563942125,0.005657999189354652,0,0,0,0.10604409919645567,131
133,Nepal,0.019711313990631137,0.0010955302366345311,0.0028111353027983573,0.0,0.004072318581105659,1.8665772320674743e-07,0.008710160459533095,0.004498088558715853,0.9992427332331457,0.01740427735128402,0.004937819181396293,0,0,0,0.10579854749942519,132
134,El Salvador,0.004165501208417963,0.004053461875547765,0.004810498913879542,5.757215350079473e-06,0.0013129966670753477,5.799474996821069e-09,0.001295458213882932,0.0021775570564598343,0.9962912325575225,0.028549715770504743,0.01190254388425369,0,0,0,0.10523871721059097,133
135,Bosnia and Herzegovina,0.003097414201215726,0.0016067776803973123,0.003259614107790252,0.0,0.0034643692413284977,5.125842496181454e-05,0.0031140822449108943,0.0020945069551246715,0.9977221551661575,0.02083390082769396,0.017060062443651578,0,0,0,0.10502096343381076,134
136,Beliz,0.00018349635502855365,0.00021910604732690623,0.000325710863960594,3.838143566719649e-06,0.0005918629567699471,1.3646853034014465e-07,0.0014321302141758585,0.00016484527448976672,0.9955565464108863,0.0344957865459621,0.01709727591971824,0,0,0,0.10499058899259257,135
137,Dominican Republic,0.006497283590493571,0.006061933976044405,0.0013930403104776175,1.1514430700158947e-05,0.002940474875823268,4.970325598100194e-05,0.002895893710318626,0.00795484479297543,0.9980325104573649,0.019027090398194665,0.0109950735477936,0,0,0,0.10479045185531917,136
138,Burkina Faso,0.010587853124761458,0.0020084721004966404,0.0012727778376306288,0.0,0.0023151348517139823,7.3262952850446e-10,0.016095373070529124,0.0016394220295399954,0.9989700094100166,0.008731225498947165,0.003693000237215041,0,0,0,0.10436738468639402,137
139,Nicaragua,0.004417856257766984,0.0012416009348524687,0.004905706704883408,1.1034662754318992e-05,0.0034703110584753064,7.36699692551707e-10,0.007807105576715865,0.00162057132159965,0.9966832124141473,0.011055843153630594,0.011202539052833325,0,0,0,0.10407952105527592,138
140,Guatemala,0.010027170053472938,0.00259275489336839,0.0018615628609440103,1.0794778781399012e-05,0.002653528584343225,1.9086830791362446e-06,0.006485749785838046,0.007008513133045589,0.9976937009351696,0.011240804466288978,0.006317548529723855,0,0,0,0.10388855235710096,139
141,Benin,0.006426968003375969,0.00036517674554484373,0.0002705905639057242,9.595358916799122e-07,0.0023846975890424774,2.6928653054631348e-05,0.006663614576384585,0.001525619677481697,0.9985504847179013,0.011498873298142807,0.0035736000749643517,0,0,0,0.10297618937582083,140
142,Bhutan,0.0002386446980066717,0.00014607069821793748,0.00021045932748222997,0.0,0.0017693572084241634,1.0277164219298676e-08,0.002290226439838654,0.0003425902709032279,0.9953006378497705,0.00782724786534203,0.014611521439530721,0,0,0,0.10223941758037772,141
143,Ireland,0.0031638669007323836,0.0016067776803973123,0.004289361531542591,3.838143566719649e-06,0.014743387409666265,0.00033944107062272864,0.004236310581355992,0.017824506353041305,0.8984864990930828,0.015134916433935209,0.038288515707462834,0,1,0,0.09802929145523648,142
144,Panama,0.0023707860897270385,0.002775343266140812,0.0006564326642898125,1.3673386456438749e-05,0.0029443877797979954,7.948908279351974e-06,0.004599977451147726,0.004794536431350982,0.8693927261551228,0.03522322447584853,0.014485538752765656,0,0,0,0.09324700389295762,143
145,Luxembourg,0.00017778123333261157,7.303534910896874e-05,0.0004559952095448316,0.0,0.0004776641296556674,1.2095571059866981e-05,0.00017091242088348164,0.0026395027480670156,0.0,0.0503512164092651,0.02728390130949317,1,1,0,0.00790026016323437,144
