overall_rank,country,manpower_norm,air_power_norm,land_power_norm,naval_power_norm,logistics_power_norm,energy_power_norm,geographical_power_norm,economic_power_norm,debt_norm,budget_to_gdp_norm,assets_per_capita_norm,is_nato,is_eu,is_brics,overall_power_index,power_rank_gap
13,France,0.03890278529267089,0.07442302074203914,0.27873834644110773,0.10290206832759131,0.1568615089954764,0.0009167411402406318,0.0383091211266176,0.11617876373562369,0.9652301865502434,0.08970900038926381,0.05369014733461469,1,1,0,0.17996829263398656,12
14,Japan,0.06880500216305793,0.1102833771545428,0.08310136873726909,0.1847454423244565,0.18140715562894424,0.0023729847024816187,0.02372125354469464,0.20355257739110827,0.9847957850323547,0.0607435155371251,0.032329153010911445,0,0,0,0.17323050378358382,13
15,Algeria,0.03049454563347195,0.04710780017528484,0.07130061358915833,0.01993171942594806,0.015686542189945113,0.09493910067707674,0.1384374386960321,0.023070138169867135,0.999910801824016,0.21927938015643847,0.03071637738753435,0,0,0,0.16678043197549058,14
16,Israel,0.005680643549945444,0.04707128250073035,0.09518524179020713,0.009201469433264518,0.0031840893788424355,0.004282493332991567,0.0013486438418053171,0.02020898688117677,0.9940990501271583,0.3975339406171104,0.0938410718528525,0,0,0,0.1651427926424908,15
17,North Korea,0.012150648590886461,0.06361378907391177,0.06547289459244801,0.03446796853297997,0.0048325813311583385,0.00021660417904338983,0.007351551554544063,0.0023537762103861813,0.9985702034883721,0.4038333112310947,0.03324149712479177,0,0,0,0.16237510496992308,16
18,Turkmenistan,0.0036519797372153097,0.007011393514460999,0.015927261247673047,7.676287133439298e-06,0.009246192092281927,0.23314781716021823,0.028697412131027604,0.003413559839489619,0.9995785193162051,0.06982118857973568,0.22641071835242849,0,0,0,0.159350015841838,17
19,Indonesia,0.18274675751693617,0.03516652059596845,0.053574426185149085,0.07310655981914667,0.07489935866054631,0.031333837046348366,0.11493553241420688,0.11627251508084294,0.9978915443146501,0.016660827543317987,0.009615928432567,0,0,0,0.1589931292528837,18
20,South Korea,0.03651503205969334,0.12131171486999708,0.17340846397262025,0.08278899661811576,0.01545741992386938,0.0013654306521925987,0.006023648948900199,0.08820410110239806,0.9963959679767886,0.10870067489406049,0.04758066868034144,0,0,0,0.1589548018596579,19
21,Germany,0.05000636432302756,0.04575664621676891,0.20976531279517546,0.05484875075623422,0.12620521065480853,0.0028913038946456163,0.02145993737537153,0.1603320711906345,0.9776730119712304,0.058693668949276724,0.03688036624979576,1,1,0,0.15841805731863348,20
22,Turkiye,0.05755878696279621,0.08431931054630441,0.1664933717839184,0.07820289482383161,0.011618281435183616,0.0003900353343556415,0.046046587133875175,0.08939551337084459,0.9981229049134892,0.09827990983938496,0.027695545651615243,0,0,0,0.15687276284247545,21
