country,continent,region,is_nato,overall_rank,kpi_name,kpi_value
China,Asia,Asia,0,2,power_index_rank_gap,1
India,Asia,Asia,0,4,power_index_rank_gap,3
United States,North America,Americas,1,1,power_index_rank_gap,0
Indonesia,Other,Other,0,10,power_index_rank_gap,9
Pakistan,Other,Other,0,17,power_index_rank_gap,16
Nigeria,Other,Other,0,40,power_index_rank_gap,39
Brazil,Other,Other,0,29,power_index_rank_gap,28
Bangladesh,Other,Other,0,6,power_index_rank_gap,5
Russia,Europe,Europe,0,3,power_index_rank_gap,2
Mexico,Other,Other,0,25,power_index_rank_gap,24
Japan,Asia,Asia,0,8,power_index_rank_gap,7
Ethiopia,Other,Other,0,93,power_index_rank_gap,92
Philippines,Other,Other,0,28,power_index_rank_gap,27
Democratic Republic of the Congo,Other,Other,0,88,power_index_rank_gap,87
Egypt,Other,Other,0,16,power_index_rank_gap,15
Vietnam,Other,Other,0,7,power_index_rank_gap,6
Iran,Other,Other,0,18,power_index_rank_gap,17
Turkiye,Other,Other,0,12,power_index_rank_gap,11
Germany,Europe,Europe,1,24,power_index_rank_gap,23
Thailand,Other,Other,0,15,power_index_rank_gap,14
United Kingdom,Europe,Europe,1,22,power_index_rank_gap,21
France,Europe,Europe,1,13,power_index_rank_gap,12
Tanzania,Other,Other,0,104,power_index_rank_gap,103
Italy,Other,Other,1,14,power_index_rank_gap,13
South Africa,Other,Other,0,50,power_index_rank_gap,49
Kenya,Other,Other,0,83,power_index_rank_gap,82
Myanmar,Other,Other,0,31,power_index_rank_gap,30
South Korea,Other,Other,0,5,power_index_rank_gap,4
Sudan,Other,Other,0,89,power_index_rank_gap,88
Colombia,Other,Other,0,26,power_index_rank_gap,25
Uganda,Other,Other,0,115,power_index_rank_gap,114
Spain,Other,Other,1,35,power_index_rank_gap,34
Algeria,Other,Other,0,32,power_index_rank_gap,31
Argentina,Other,Other,0,52,power_index_rank_gap,51
Iraq,Other,Other,0,38,power_index_rank_gap,37
Afghanistan,Other,Other,0,111,power_index_rank_gap,110
Canada,North America,Americas,1,45,power_index_rank_gap,44
Poland,Other,Other,1,37,power_index_rank_gap,36
Morocco,Other,Other,0,41,power_index_rank_gap,40
Angola,Other,Other,0,69,power_index_rank_gap,68
Saudi Arabia,Other,Other,0,34,power_index_rank_gap,33
Uzbekistan,Other,Other,0,101,power_index_rank_gap,100
Ukraine,Other,Other,0,19,power_index_rank_gap,18
Ghana,Other,Other,0,98,power_index_rank_gap,97
Malaysia,Other,Other,0,44,power_index_rank_gap,43
Mozambique,Other,Other,0,95,power_index_rank_gap,94
Peru,Other,Other,0,46,power_index_rank_gap,45
Yemen,Other,Other,0,85,power_index_rank_gap,84
Venezuela,Other,Other,0,58,power_index_rank_gap,57
Nepal,Other,Other,0,116,power_index_rank_gap,115
Cameroon,Other,Other,0,74,power_index_rank_gap,73
Ivory Coast,Other,Other,0,127,power_index_rank_gap,126
Madagascar,Other,Other,0,128,power_index_rank_gap,127
Australia,Oceania,Oceania,0,51,power_index_rank_gap,50
Niger,Other,Other,0,137,power_index_rank_gap,136
North Korea,Other,Other,0,11,power_index_rank_gap,10
Syria,Other,Other,0,65,power_index_rank_gap,64
Taiwan,Other,Other,0,9,power_index_rank_gap,8
Burkina Faso,Other,Other,0,139,power_index_rank_gap,138
Mali,Other,Other,0,132,power_index_rank_gap,131
Sri Lanka,Other,Other,0,27,power_index_rank_gap,26
Zambia,Other,Other,0,135,power_index_rank_gap,134
Kazakhstan,Other,Other,0,64,power_index_rank_gap,63
Chad,Other,Other,0,121,power_index_rank_gap,120
Senegal,Other,Other,0,124,power_index_rank_gap,123
Chile,Other,Other,0,42,power_index_rank_gap,41
Ecuador,Other,Other,0,72,power_index_rank_gap,71
Guatemala,Other,Other,0,77,power_index_rank_gap,76
Romania,Other,Other,1,67,power_index_rank_gap,66
Netherlands,Other,Other,1,60,power_index_rank_gap,59
Zimbabwe,Other,Other,0,123,power_index_rank_gap,122
Cambodia,Other,Other,0,75,power_index_rank_gap,74
Benin,Other,Other,0,141,power_index_rank_gap,140
Somalia,Other,Other,0,120,power_index_rank_gap,119
South Sudan,Other,Other,0,108,power_index_rank_gap,107
Bolivia,Other,Other,0,68,power_index_rank_gap,67
Tunisia,Other,Other,0,61,power_index_rank_gap,60
Belgium,Other,Other,1,97,power_index_rank_gap,96
Jordan,Other,Other,0,56,power_index_rank_gap,55
Cuba,Other,Other,0,47,power_index_rank_gap,46
Czechia,Other,Other,0,81,power_index_rank_gap,80
Dominican Republic,Other,Other,0,82,power_index_rank_gap,81
Azerbaijan,Other,Other,0,54,power_index_rank_gap,53
Portugal,Other,Other,1,36,power_index_rank_gap,35
Sweden,Other,Other,1,23,power_index_rank_gap,22
Greece,Other,Other,1,21,power_index_rank_gap,20
Tajikistan,Other,Other,0,71,power_index_rank_gap,70
United Arab Emirates,Other,Other,0,30,power_index_rank_gap,29
Hungary,Other,Other,1,94,power_index_rank_gap,93
Honduras,Other,Other,0,53,power_index_rank_gap,52
Belarus,Other,Other,0,78,power_index_rank_gap,77
Israel,Other,Other,0,33,power_index_rank_gap,32
Sierra Leone,Other,Other,0,129,power_index_rank_gap,128
Austria,Other,Other,0,92,power_index_rank_gap,91
Switzerland,Other,Other,0,39,power_index_rank_gap,38
Laos,Other,Other,0,70,power_index_rank_gap,69
Paraguay,Other,Other,0,57,power_index_rank_gap,56
Libya,Other,Other,0,84,power_index_rank_gap,83
Bulgaria,Other,Other,1,73,power_index_rank_gap,72
Nicaragua,Other,Other,0,99,power_index_rank_gap,98
Serbia,Other,Other,0,55,power_index_rank_gap,54
El Salvador,Other,Other,0,106,power_index_rank_gap,105
Eritrea,Other,Other,0,80,power_index_rank_gap,79
Kyrgyzstan,Other,Other,0,86,power_index_rank_gap,85
Republic of the Congo,Other,Other,0,136,power_index_rank_gap,135
Singapore,Other,Other,0,43,power_index_rank_gap,42
Denmark,Other,Other,1,62,power_index_rank_gap,61
Turkmenistan,Other,Other,0,91,power_index_rank_gap,90
Central African Republic,Other,Other,0,142,power_index_rank_gap,141
Finland,Other,Other,1,20,power_index_rank_gap,19
Slovakia,Other,Other,1,119,power_index_rank_gap,118
Norway,Other,Other,1,66,power_index_rank_gap,65
Liberia,Other,Other,0,138,power_index_rank_gap,137
Lebanon,Other,Other,0,59,power_index_rank_gap,58
Ireland,Other,Other,0,118,power_index_rank_gap,117
New Zealand,Other,Other,0,113,power_index_rank_gap,112
Georgia,Other,Other,0,79,power_index_rank_gap,78
Panama,Other,Other,0,90,power_index_rank_gap,89
Mauritania,Other,Other,0,112,power_index_rank_gap,111
Croatia,Other,Other,1,87,power_index_rank_gap,86
Oman,Other,Other,0,76,power_index_rank_gap,75
Bosnia and Herzegovina,Other,Other,0,134,power_index_rank_gap,133
Moldova,Other,Other,0,126,power_index_rank_gap,125
Uruguay,Other,Other,0,105,power_index_rank_gap,104
Mongolia,Other,Other,0,102,power_index_rank_gap,101
Kuwait,Other,Other,0,48,power_index_rank_gap,47
Albania,Other,Other,1,107,power_index_rank_gap,106
Armenia,Other,Other,0,96,power_index_rank_gap,95
Namibia,Other,Other,0,109,power_index_rank_gap,108
Lithuania,Other,Other,1,100,power_index_rank_gap,99
Qatar,Other,Other,0,49,power_index_rank_gap,48
Gabon,Other,Other,0,131,power_index_rank_gap,130
Botswana,Other,Other,0,133,power_index_rank_gap,132
North Macedonia,Other,Other,1,122,power_index_rank_gap,121
Slovenia,Other,Other,1,125,power_index_rank_gap,124
Kosovo,Other,Other,0,140,power_index_rank_gap,139
Latvia,Other,Other,1,103,power_index_rank_gap,102
Bahrain,Other,Other,0,63,power_index_rank_gap,62
Estonia,Other,Other,1,110,power_index_rank_gap,109
Bhutan,Other,Other,0,144,power_index_rank_gap,143
Luxembourg,Other,Other,1,145,power_index_rank_gap,144
Suriname,Other,Other,0,114,power_index_rank_gap,113
Montenegro,Other,Other,1,117,power_index_rank_gap,116
Beliz,Other,Other,0,130,power_index_rank_gap,129
Iceland,Other,Other,1,143,power_index_rank_gap,142
