country,total_population,total_military_manpower,fit_for_service,population_reaching_military_age_annually,active_personnel,reserve_personnel,paramilitary,total_military_aircraft,fighter_aircraft,attack_aircraft,transport_aircraft,trainer_aircraft,special_mission_aircraft,tanker_aircraft,total_military_helicopters,attack_helicopters,tanks,armored_fighting_vehicles,self_propelled_artillery,towed_artillery,rocket_projectors,total_naval_fleet,total_naval_fleet_tonnage_mt,aircraft_carriers,helicopter_carriers,submarines,destroyers,frigates,corvettes,coastal_patrol_craft,mine_warfare_craft,defense_budget_usd,external_debt_usd,purchasing_power_parity_usd,foreign_exchange_and_gold_reserves_usd,total_serviceable_airports,labour_force,major_ports_and_terminals,total_merchant_marine_fleet,railway_coverage_km,roadway_coverage_km,oil_production_bbl,oil_consumption_bbl,proven_oil_reserves_bbl,natural_gas_production_cum,natural_gas_consumption_cum,proven_natural_gas_reserves_cum,coal_production_cum,coal_consumption_mt,proven_coal_reserves_cum,total_land_area_sq_km,coastline_coverage_km,border_coverage_km,waterway_coverage_km
Romania,18148155,9437041,7731114,199630,81300,55000,15000,140,21,0,14,44,2,0,65,0,328,10774,0,720,243,20,0.0,0,0,0,0,3,7,3,5,9700000000,132000000000,772107000000,73000000000,82,8282000,11,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,17772378,7997570,6486918,195496,41380,6765,5000,120,32,0,4,21,0,0,63,12,18,2755,46,0,2,64,124962.0,0,0,3,0,6,0,4,4,27000000000,4779954300000,1240000000000,69830000000,45,9999000,18,1187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zimbabwe,17150352,6517134,3721626,360157,29000,0,21800,95,13,0,14,40,0,0,28,6,15,828,0,0,0,0,0.0,0,0,0,0,0,0,0,0,530800000,11000000000,58583000000,115530000,144,6561000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,17063669,8190561,5733393,307146,221000,0,10000,25,0,0,4,0,0,0,21,0,644,3627,30,430,463,20,0.0,0,0,0,0,0,0,20,0,860000000,13200000000,85900000000,17801000000,13,9175000,2,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,14697052,5584880,3189260,308638,4750,0,0,5,0,0,0,0,0,0,5,0,0,92,0,16,0,2,0.0,0,0,0,0,0,0,2,0,98350000,4066500000,52510000000,698900000,10,4964000,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Somalia,13017273,2993973,1796384,130173,15000,0,2000,0,0,0,0,0,0,0,0,0,0,682,0,0,0,10,0.0,0,0,0,0,0,0,10,0,171002350,5830000000,26351000000,16747500,38,3277000,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Sudan,12703714,6351857,4065188,330297,185000,0,0,20,0,0,5,0,0,0,15,6,30,1950,24,0,15,0,0.0,0,0,0,0,0,0,0,0,175300000,2475000000,20010000000,183615000,82,4471000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolivia,12311974,5417269,4112199,233928,40000,40000,0,64,0,0,15,19,0,0,33,0,54,890,0,106,0,67,0.0,0,0,0,0,0,0,50,0,550200000,11431000000,119785000000,1800000000,200,6114000,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,12048847,6024424,5181004,204830,89800,0,12000,154,10,0,11,28,4,0,101,0,90,7913,0,85,0,58,0.0,0,0,0,0,0,0,51,0,1400000000,27084500000,153637000000,9240000000,14,4445000,16,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,11977634,4910830,3880753,119776,25000,6400,0,108,43,0,7,38,0,0,20,0,0,4606,0,0,0,9,10190.0,0,0,0,0,2,0,2,5,10200000000,1449264300000,751592000000,40813000000,49,5432000,7,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,11174024,3463947,2983464,145262,100500,65000,35000,274,44,6,13,66,13,0,155,44,1458,16624,358,80,56,27,0.0,0,0,0,0,0,0,27,0,2500000000,25646500000,106806000000,15715600000,17,3063000,1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,10966038,5921661,4737328,142558,45500,40000,1145000,31,11,0,4,3,0,0,13,4,113,6864,60,130,15,19,0.0,0,0,0,0,1,1,6,4,4508784000,33066000000,141400000000,10442000000,123,5317000,34,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czechia,10837890,5093808,4129236,97541,28000,4200,0,99,12,16,10,17,2,0,42,4,43,6340,50,0,16,0,0.0,0,0,0,0,0,0,0,0,6750000000,211200000000,519007000000,148379000000,243,5502000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,10815857,4975294,4034315,97343,50000,0,30000,79,0,8,11,17,1,0,50,0,5,540,0,11,0,34,0.0,0,0,0,0,0,0,14,0,810800000,27500000000,261616000000,15547000000,32,5302000,17,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,10650239,5218617,3908638,159754,126400,300000,15000,154,12,18,3,35,0,0,86,16,497,7642,198,650,268,38,0.0,0,0,4,0,0,0,17,4,5000000000,16159500000,215896000000,13749000000,32,5473000,0,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,10639726,5319863,4096295,127677,24000,211700,24700,115,28,0,19,23,14,3,31,0,34,10828,24,115,0,194,38657.0,0,0,2,0,5,2,20,0,4627000000,399395000000,529901000000,53710000000,136,5140900,18,996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,10589835,4235934,3558185,105898,24400,32900,25000,169,71,0,6,33,5,1,53,0,110,6795,26,0,0,308,31673.0,0,0,4,0,0,7,179,8,13000000000,1002448700000,676353000000,60863000000,203,5825000,92,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,10461091,4916713,3985676,104611,142700,221350,55000,558,178,0,15,81,8,0,293,29,1344,61888,589,698,152,192,216348.0,0,0,10,0,13,0,39,7,6500000000,550000000000,375780000000,13608000000,81,4645000,57,1215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajikistan,10394063,4781269,3773045,176699,9500,600000,20000,25,0,0,1,4,0,0,20,6,38,1240,3,13,20,0,0.0,0,0,0,0,0,0,0,0,446000000,7150000000,46467000000,2748900000,19,2677000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,10032213,5818684,4945881,80258,65000,130000,12000,551,99,16,37,147,27,4,247,30,354,8707,165,99,49,181,44188.0,0,0,0,0,0,11,34,2,2212360382,264000000000,719733000000,189491000000,42,6668000,20,655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,9855745,4632200,3794462,118269,41600,20000,15000,69,12,0,3,12,0,0,44,8,209,7797,24,295,0,0,0.0,0,0,0,0,0,0,0,0,4576000000,137500000000,388906000000,45719000000,109,5006000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,9529188,4192843,3144632,95292,52225,60000,23000,40,4,7,10,10,1,0,8,0,11,614,0,32,0,98,0.0,0,0,0,0,0,0,93,0,413635000,8805500000,68854000000,7543000000,129,4676000,8,489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,9501451,5035769,3724569,104516,63000,145000,55000,185,36,50,4,27,0,0,68,29,507,6916,357,215,206,0,0.0,0,0,0,0,0,0,0,0,1077900000,44000000000,254407000000,8118000000,46,4956000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,9402617,3949099,3281513,131637,170000,465000,35000,611,240,38,13,159,19,14,147,48,1300,35985,352,171,183,62,38238.0,0,0,5,0,0,7,46,0,30500000000,148500000000,471030000000,204661000000,37,4554000,5,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,9121049,2006631,1203978,45605,13000,0,0,1,0,0,0,0,0,0,1,0,0,150,0,0,0,7,0.0,0,0,0,0,0,0,7,0,228600000,2687000000,14633000000,495699000,8,2913000,3,584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,8967982,4035592,3632033,98648,16000,125600,0,85,15,0,11,18,0,0,41,0,56,7322,30,0,0,0,0.0,0,0,0,0,0,0,0,0,5475750000,630000000000,590354000000,31212000000,61,4825000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,8860574,3898653,3163225,97466,101584,49715,5000,146,43,0,16,44,3,0,40,0,205,6996,133,0,0,0,0.0,0,0,0,0,0,0,0,0,25039000000,2200000000000,733779000000,863892000000,62,4991000,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laos,7953556,3499565,2521277,159071,100000,30000,120000,33,0,0,2,8,0,0,23,0,160,4380,40,87,64,36,0.0,0,0,0,0,0,0,36,0,135000000,16500000000,64173000000,1770000000,18,3174000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay,7522549,3535598,3001497,150451,15650,168500,15000,39,0,0,11,13,1,0,14,0,0,1108,0,25,0,72,0.0,0,0,0,0,0,0,63,0,17595000000,14370000000,108022000000,9886000000,83,3469000,1,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,7361263,3827857,3290485,125141,32000,0,100000,143,10,1,6,38,0,0,16,4,43,1816,15,28,25,5,0.0,0,0,0,0,0,1,1,1,3060000000,3322000000,121951000000,92427000000,66,2398000,14,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,6782659,3187850,2611324,61044,37000,3000,0,65,10,5,6,21,0,0,27,4,90,4914,48,24,24,36,0.0,0,0,0,0,4,3,0,10,1373232000,27138500000,214061000000,46334000000,111,3103000,2,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicaragua,6676948,3271705,2777610,146893,45000,0,5500,17,0,0,5,1,0,0,11,0,89,1869,0,0,0,23,0.0,0,0,0,0,0,0,23,0,92000000,9053000000,51088000000,5447000000,39,3264000,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,6652212,3259584,2574406,79827,25000,2000,600000,110,11,17,3,33,0,0,46,4,262,3683,90,150,98,20,0.0,0,0,0,0,0,0,7,5,2287461000,35200000000,162213000000,27569000000,43,3333000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,6628702,3181777,2512278,145831,25000,10000,15000,52,0,15,4,10,0,0,30,0,0,1844,0,76,0,14,0.0,0,0,0,0,0,0,10,0,334620000,14258000000,71957000000,3799434000,27,2870000,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,6343956,2220385,1598677,76127,120000,130000,0,20,1,0,5,1,0,0,13,6,65,860,23,75,22,23,0.0,0,0,0,0,0,0,18,0,198000000,635504500,9702000000,225014976,10,1800000,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,6172101,3147772,2487357,117270,23000,300000,55000,7,0,0,0,0,0,0,7,2,215,2686,30,169,21,0,0.0,0,0,0,0,0,0,0,0,221800000,6728500000,45461000000,3237000000,28,3069000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of the Congo,6097665,2256136,1353682,115856,8500,0,2500,13,2,0,4,0,0,0,7,1,30,644,2,38,30,4,0.0,0,0,0,0,0,0,0,0,306400000,5741000000,38163000000,715391000,56,2461000,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,6028459,3918498,2628408,66313,51000,252500,12000,230,100,0,9,36,9,11,70,18,170,8998,48,89,24,50,81340.0,0,0,6,0,6,6,12,4,15000000000,1713410600000,754758000000,359835000000,9,3619000,5,3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,5973136,2628180,2126436,77651,20000,12000,51000,117,31,4,4,41,3,0,34,0,44,3856,19,0,8,50,121180.0,0,0,0,0,9,0,9,6,7225466250,555500000000,428385000000,109371000000,99,3180000,69,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,5744151,2768681,2245963,109139,36500,0,3500,91,24,27,5,9,0,0,26,10,654,5016,73,450,164,16,0.0,0,0,0,0,0,0,16,0,1078020000,2134500000,94790000000,23415400000,23,2163000,0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,5650957,2203873,1254512,101717,10000,0,1000,6,0,6,0,0,0,0,0,0,0,228,0,0,0,0,0.0,0,0,0,0,0,0,0,0,45990000,666293000,5849000000,374405000,43,2114000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,5626414,2306830,1912981,56264,24000,870000,53800,163,54,0,11,77,1,0,27,0,200,11704,107,667,76,264,19434.0,0,0,0,0,0,0,8,18,6779661000,660000000000,321126000000,16929000000,98,2880000,37,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,5563649,2837461,2353424,61200,19500,0,0,41,2,0,7,9,1,0,22,0,45,3074,35,9,25,0,0.0,0,0,0,0,0,0,0,0,2656000000,127600000000,213053000000,11288000000,114,2823000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,5509733,2203893,1807192,71627,23250,0,40000,97,0,32,4,23,5,0,33,0,44,6552,42,0,0,43,65692.0,0,0,6,0,4,6,18,5,9710000000,716144000000,499528000000,80459000000,145,3009000,141,1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberia,5437249,2392390,1913912,65247,1500,0,5500,0,0,0,0,0,0,0,0,0,0,300,0,0,0,4,0.0,0,0,0,0,0,0,4,0,364800000,830923000,8884000000,599660000,99,2499000,4,4821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon,5364482,2092148,1775644,69738,60000,35000,65000,80,0,9,0,9,0,0,68,0,116,4538,12,353,11,64,0.0,0,0,0,0,0,0,61,0,768250325,36928000000,65818000000,26498095000,8,1771000,5,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,5233461,2407392,1999182,57568,7765,1700,0,22,0,0,4,8,2,0,8,0,0,1712,0,0,0,8,0.0,0,0,0,0,0,0,8,0,1500000000,3300000000000,608463000000,12905000000,100,2766000,21,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,5161211,2219321,1775457,61935,8670,3250,300,48,0,0,8,13,6,0,21,0,0,2114,0,31,0,8,0.0,0,0,0,0,2,0,4,0,3030000000,209683100000,254770000000,15487000000,202,3068000,22,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,4900961,2744538,2225036,93118,55000,152500,0,61,0,5,2,10,0,0,44,11,123,3392,67,121,42,19,0.0,0,0,0,0,0,0,31,4,495629055,13488000000,83656000000,5002000000,19,1853000,3,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,4470241,2011608,1206965,53643,0,0,80000,38,0,0,13,0,2,0,23,0,0,262,0,0,0,30,0.0,0,0,0,0,0,0,27,0,917202000,1115532300000,159867000000,6757000000,76,2096000,12,8174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,4328040,1687936,1181555,82233,31540,66000,5000,24,0,4,7,7,2,0,4,0,25,628,0,75,0,6,0.0,0,0,0,0,0,0,6,0,261250000,3661000000,30395000000,2629290500,25,1179000,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,4150116,2033557,1564594,53952,14325,20100,2000,67,10,0,0,28,0,0,37,0,45,2848,25,42,42,30,0.0,0,0,0,0,0,0,10,1,1176000000,55000000000,159305000000,3176000000,40,1744000,16,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,3901992,1482757,1291559,50726,42600,100000,10000,128,29,10,9,45,4,0,31,0,150,4084,24,140,0,22,0.0,0,0,0,0,0,5,12,0,8200000000,50897000000,185960000000,17455000000,36,2316000,7,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,3798671,2355176,1956316,49383,12770,6000,0,22,0,0,0,0,0,0,22,0,45,720,0,457,79,0,0.0,0,0,0,0,0,0,0,0,216400000,7760500000,63769000000,9205000000,13,1369000,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,3599528,2159717,1792565,71991,8500,67000,2000,3,0,0,1,0,0,0,2,0,0,500,9,67,11,0,0.0,0,0,0,0,0,0,0,0,1710000000,4565500000,38969000000,5453000000,11,1464000,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,3425330,1575652,1322177,54805,25000,0,5000,43,0,6,6,12,5,2,12,0,31,3042,6,70,4,14,0.0,0,0,0,0,0,0,2,2,772400000,49500000000,105096000000,16257000000,64,1775000,8,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,3281676,1870555,1552233,62352,35000,135000,50000,7,0,0,3,2,0,0,2,0,420,2560,0,500,130,0,0.0,0,0,0,0,0,0,0,0,165110000,19542500000,56264000000,4782000000,35,1403000,0,318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,3138355,1726095,1449920,37660,72000,24000,7500,128,43,0,2,13,0,3,67,16,367,5636,74,0,27,123,0.0,0,0,0,0,0,0,106,0,6950000000,55000000000,219060000000,52619000000,6,2463000,6,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,3107100,1522479,1292554,62142,6600,2000,500,19,0,0,0,0,0,0,19,0,46,1796,0,50,135,19,0.0,0,0,0,0,0,0,19,0,558862420,7312000000,49592000000,6455000000,3,1388000,3,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2976765,1666988,1366335,44651,57500,210000,5000,71,4,15,3,13,0,0,36,20,109,1306,145,148,100,0,0.0,0,0,0,0,0,0,0,0,1700000000,9014000000,57728000000,3607000000,11,1356000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Namibia,2803660,616805,400923,30840,13000,0,5000,34,11,0,3,14,0,0,7,2,4,2094,0,25,25,15,0.0,0,0,0,0,0,2,12,0,370500000,8800000000,29944000000,2956000000,255,989000,2,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,2628186,1708321,1332490,36795,23000,104000,14150,9,0,0,5,0,0,0,4,0,0,1263,21,54,0,14,0.0,0,0,0,0,0,0,7,4,2388900000,44000000000,132712000000,6168000000,65,1510000,2,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,2552088,638022,490001,12760,66550,15000,5500,251,102,6,12,51,0,0,80,24,99,5024,46,12,16,115,0.0,0,0,0,0,0,4,105,0,9432000000,187000000000,304973000000,51539000000,8,2035000,6,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,2455105,932940,532758,46647,4800,0,2500,24,6,0,3,0,0,0,15,0,0,424,0,0,14,5,0.0,0,0,0,0,0,0,4,0,274820000,6280000000,48201000000,1568196000,40,763000,9,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,2450668,1029281,617568,24507,21000,0,0,45,11,0,9,9,0,0,16,0,45,1224,12,36,20,0,0.0,0,0,0,0,0,0,0,0,465600000,1853500000,46742000000,4756000000,122,1170000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,2135622,948216,783773,27763,9000,60000,3500,20,0,0,0,10,0,0,10,4,20,1108,0,150,17,0,0.0,0,0,0,0,0,0,0,0,388421700,11000000000,42444000000,5015000000,13,801000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,2097893,1006989,826570,22867,7300,26000,5000,39,0,0,4,23,0,0,16,0,54,1428,0,18,0,2,0.0,0,0,0,0,0,0,2,0,886860000,55000000000,102036000000,2370000000,42,1055000,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,1977093,917371,743387,17794,10000,5000,500,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0.0,0,0,0,0,0,0,0,0,260715150,2750000000,23794000000,1245000000,4,500300,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,1801246,810561,648449,16211,17250,36000,12500,7,0,0,0,0,0,0,7,0,0,1848,47,0,0,18,0.0,0,0,0,0,0,0,11,6,1138000000,44180400000,71154000000,4957000000,56,978000,5,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1566888,846120,720768,17236,18400,110000,1500,132,24,0,3,40,0,0,80,34,150,2764,38,26,17,64,0.0,0,0,0,0,2,2,50,0,1597200000,49500000000,85491000000,5118000000,3,855000,4,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,1193791,584958,456028,13132,7700,78800,10000,5,0,0,2,3,0,0,3,0,0,1685,36,0,0,8,0.0,0,0,0,0,0,0,4,4,1463360000,26400000000,57377000000,2593000000,26,752000,20,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,884546,203446,122067,4423,7500,0,0,2,0,0,0,0,0,0,2,0,0,84,0,0,0,0,0.0,0,0,0,0,0,0,0,0,14000000,2757000000,10981000000,976260000,4,430000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,671254,154388,92633,3356,1000,0,0,1,0,0,1,0,0,0,0,0,0,182,0,0,0,0,0.0,0,0,0,0,0,0,0,0,726092925,4730000000000,88533000000,2977000000,3,352000,0,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suriname,646758,142287,84079,3234,2000,0,200,3,0,0,0,0,0,0,3,0,0,650,0,0,0,17,0.0,0,0,0,0,0,0,17,0,144000000,2200000000,11824000000,1346000000,55,250000,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,599849,143964,85179,3599,2350,0,5500,11,0,0,0,0,0,0,11,0,0,471,0,12,12,14,0.0,0,0,0,0,0,0,2,0,148100000,2958500000,17115000000,1574000000,5,286000,4,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beliz,415789,158000,90226,8732,1650,850,0,3,0,0,1,0,1,0,1,0,0,130,0,0,0,8,0.0,0,0,0,0,0,0,8,0,29538000,1248000000,5257000000,473729000,27,190000,2,774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,364036,83728,50237,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0.0,0,0,0,0,0,0,0,0,312400000,22000000000,26155000000,5809000000,83,239000,43,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
