global_rank,country_name,active-reserve-military-manpower,aircraft-helicopters-attack,aircraft-helicopters-total,aircraft-total,aircraft-total-fighters,aircraft-total-transports,armor-apc-total,armor-tanks-total,border-coverage,coal-consumption-by-country,coal-production-by-country,coastline-coverage,external-debt-by-country,labor-force-by-country,major-serviceable-airports-by-country,manpower-fit-for-military-service,manpower-paramilitary,manpower-reaching-military-age-annually,natural-gas-production-by-country,navy-aircraft-carriers,navy-force-by-tonnage,navy-frigates,navy-helo-carriers,navy-mine-warfare-craft,navy-ships,navy-submarines,oil-consumption-by-country,oil-production-by-country,proven-coal-reserves-by-country,proven-natural-gas-reserves-by-country,proven-oil-reserves-by-country,purchasing-power-parity,railway-coverage,reserves-of-foreign-exchange-and-gold,roadway-coverage,total-population-by-country,waterway-coverage
86,Zambia,0,0,32,77,0,13,424,35,6043,823000,831000.0,0,13200000000,7051000,119,4139024,1200,374384,0.0,0,124962.0,0,0,0,0,0,34000,0,944999000.0,0.0,0,76493000000,3126,2861000000,67671,20799116,0
87,Tajikistan,600000,6,20,25,0,1,1240,38,4130,2245000,2175000.0,0,7150000000,2677000,19,3773045,20000,176699,18476000.0,0,124962.0,0,0,0,0,0,28000,300,4075000000.0,5663000000.0,12000000,46467000000,680,2748900000,30000,10394063,200
88,Oman,100000,0,31,128,29,9,4084,150,1561,31000,0.0,2092,50897000000,2316000,36,1291559,10000,50726,40754000000.0,0,124962.0,0,0,0,22,0,211000,1056000,0.0,651287000000.0,5375000000,185960000000,0,17455000000,60230,3901992,0
89,South Sudan,0,6,15,20,0,5,1950,30,6018,0,0.0,0,2475000000,4471000,82,4065188,0,330297,0.0,0,124962.0,0,0,0,0,0,14000,146000,0.0,0.0,3750000000,20010000000,248,183615000,90200,12703714,0
90,Cambodia,0,0,21,25,0,4,3627,644,2530,2215000,113000.0,443,13200000000,9175000,13,5733393,10000,307146,0.0,0,124962.0,0,0,0,20,0,73000,0,0.0,0.0,0,85900000000,642,17801000000,47263,17063669,3700
91,Czechia,4200,4,42,99,12,10,6340,43,2046,40239000,37423000.0,0,211200000000,5502000,243,4129236,0,97541,224725000.0,0,124962.0,0,0,0,0,0,211000,4000,3595000000.0,3964000000.0,15000000,519007000000,9548,148379000000,55744,10837890,664
92,Niger,0,1,13,26,0,7,456,0,5834,457000,457000.0,0,3844000000,10237000,26,5294900,5000,447827,29509000.0,0,124962.0,0,0,0,0,0,13000,6000,90000000.0,0.0,150000000,44561000000,0,1442772000,18949,26342784,300
93,Hungary,20000,8,44,69,12,3,7797,209,2106,6180000,5450000.0,0,137500000000,5006000,109,3794462,15000,118269,1523000000.0,0,124962.0,0,0,0,0,0,175000,36000,2909000000.0,3738000000.0,12100000,388906000000,7687,45719000000,203601,9855745,1622
94,Austria,125600,0,41,85,15,11,7322,56,2524,5026000,1271000.0,0,630000000000,4825000,61,3632033,0,98648,618209000.0,0,124962.0,0,0,0,0,0,245000,18000,0.0,5040000000.0,35200000,590354000000,6123,31212000000,137039,8967982,358
95,Uganda,0,6,30,51,6,0,3862,259,2729,0,0.0,0,11818000000,18881000,39,9905891,10000,985661,0.0,0,124962.0,0,0,0,0,0,43000,0,800000000.0,14158000000.0,2500000000,135668000000,1244,3506500000,20544,49283041,0
96,Central African Republic,0,0,0,6,0,0,228,0,5920,0,0.0,0,666293000,2114000,43,1254512,1000,101717,0.0,0,124962.0,0,0,0,0,0,2000,0,3000000.0,0.0,0,5849000000,0,374405000,24000,5650957,2800
97,Croatia,20100,0,37,67,10,0,2848,45,2237,702000,0.0,5835,55000000000,1744000,40,1564594,2000,53952,741456000.0,0,124962.0,0,0,1,30,0,70000,11000,0.0,24919000000.0,71000000,159305000000,2617,3176000000,26958,4150116,4714
98,Republic of the Congo,0,1,7,13,2,4,644,30,5008,0,0.0,169,5741000000,2461000,56,1353682,2500,115856,423000000.0,0,124962.0,0,0,0,4,0,12000,267000,0.0,283990000000.0,2885000000,38163000000,510,715391000,23324,6097665,1120
99,Georgia,152500,11,44,61,0,2,3392,123,1814,516000,256000.0,310,13488000000,1853000,19,2225036,0,93118,8760000.0,0,124962.0,0,0,4,19,0,32000,300,900999000.0,8495000000.0,35000000,83656000000,1363,5002000000,20295,4900961,0
100,Ghana,0,0,10,19,0,2,1824,0,2420,85000,0.0,539,22550000000,14887000,11,9961658,0,622604,3192000000.0,0,124962.0,0,0,0,28,0,110000,174000,0.0,22653000000.0,660000000,229639000000,947,3624000000,65725,34589092,1293
101,Bahrain,110000,34,80,132,24,3,2764,150,0,0,0.0,161,49500000000,855000,3,720768,1500,17236,18005000000.0,0,124962.0,2,0,0,64,0,72000,189000,0.0,81382000000.0,186500000,85491000000,0,5118000000,4122,1566888,0
102,Yemen,0,7,30,84,27,2,550,0,1601,165000,0.0,1906,6343500000,6883000,36,9031464,20000,610668,189432000.0,0,124962.0,0,0,1,33,0,60000,15000,0.0,478555000000.0,3000000000,67003300000,0,923361750,71300,32140443,0
103,Mauritania,66000,0,4,24,0,7,628,25,5002,0,0.0,754,3661000000,1179000,25,1181555,5000,82233,0.0,0,124962.0,0,0,0,6,0,29000,0,0.0,28317000000.0,20000000,30395000000,728,2629290500,12253,4328040,1086
104,Tunisia,0,0,101,154,10,11,7913,90,1495,2000,0.0,1148,27084500000,4445000,14,5181004,12000,204830,1323000000.0,0,124962.0,0,0,0,58,0,108000,35000,0.0,65129000000.0,425000000,153637000000,2173,9240000000,20000,12048847,0
105,Ivory Coast,0,3,10,19,0,4,656,5,3458,0,0.0,515,19311500000,10954000,29,7855221,5500,569653,2635000000.0,0,124962.0,0,0,0,3,0,60000,29000,0.0,28317000000.0,100000000,202758000000,660,7583484000,81996,29981758,980
106,Honduras,60000,0,8,40,4,10,614,11,1575,190000,0.0,832,8805500000,4676000,129,3144632,23000,95292,0.0,0,124962.0,0,0,0,98,0,67000,20,0.0,0.0,0,68854000000,699,7543000000,14742,9529188,465
107,Namibia,0,2,7,34,11,3,2094,4,4220,32000,0.0,1572,8800000000,989000,255,400923,5000,30840,0.0,0,124962.0,0,0,0,15,0,25000,0,350000000.0,62297000000.0,0,29944000000,2628,2956000000,48875,2803660,0
108,Ireland,1700,0,8,22,0,4,1712,0,443,1322000,0.0,1448,3300000000000,2766000,100,1999182,0,57568,1447000000.0,0,124962.0,0,0,0,8,0,156000,600,40000000.0,9911000000.0,0,608463000000,1688,12905000000,99830,5233461,956
109,Zimbabwe,0,6,28,95,13,14,828,15,3229,4479000,3877000.0,0,11000000000,6561000,144,3721626,21800,360157,0.0,0,124962.0,0,0,0,0,0,29000,800,502000000.0,0.0,0,58583000000,3427,115530000,97267,17150352,0
110,New Zealand,3250,0,21,48,0,8,2114,0,0,2441000,3036000.0,15134,209683100000,3068000,202,1775457,300,61935,3770000000.0,0,124962.0,2,0,0,8,0,154000,12000,7575000000.0,31149000000.0,40993000,254770000000,4128,15487000000,94000,5161211,0
111,Latvia,36000,0,7,7,0,0,1848,0,1370,20000,0.0,498,44180400000,978000,56,648449,12500,16211,0.0,0,124962.0,0,0,6,18,0,35000,2000,0.0,0.0,0,71154000000,2216,4957000000,70244,1801246,300
112,Nepal,0,0,10,15,0,5,1108,0,3159,1095000,15000.0,0,5838500000,8937000,51,11733140,15000,778060,0.0,0,124962.0,0,0,0,0,0,62000,0,8000000.0,0.0,0,144310000000,59,12456000000,27990,31122387,0
113,Botswana,0,0,16,45,11,9,1224,45,4347,2291000,2634000.0,0,1853500000,1170000,122,617568,0,24507,0.0,0,124962.0,0,0,0,0,0,21000,0,1660000000.0,0.0,0,46742000000,888,4756000000,31747,2450668,0
114,Lithuania,104000,0,4,9,0,5,1263,0,1545,263000,0.0,90,44000000000,1510000,65,1332490,14150,36795,0.0,0,124962.0,0,0,4,14,0,68000,4000,0.0,0.0,12000000,132712000000,1911,6168000000,84166,2628186,441
115,Burkina Faso,0,5,18,25,0,2,491,0,3611,0,0.0,0,3145000000,8577000,49,6060098,4500,368675,0.0,0,124962.0,0,0,0,0,0,36000,0,0.0,0.0,0,57152000000,622,47138000,15304,23042199,0
116,Luxembourg,0,0,0,1,0,1,182,0,327,62000,0.0,0,4730000000000,352000,3,92633,0,3356,0.0,0,124962.0,0,0,0,0,0,51000,0,0.0,0.0,0,88533000000,271,2977000000,2875,671254,37
117,Guatemala,90000,0,21,36,0,10,688,5,1667,1296000,0.0,400,27500000000,7258000,58,6279794,35000,182552,3276000.0,0,124962.0,0,0,0,25,0,115000,6000,0.0,0.0,86110000,223183000000,800,21311000000,17440,18255216,990
118,Uruguay,0,0,12,43,0,6,3042,31,1591,18000,0.0,660,49500000000,1775000,64,1322177,5000,54805,0.0,0,124962.0,0,0,2,14,0,52000,400,0.0,0.0,0,105096000000,1673,16257000000,77732,3425330,1600
119,Gabon,0,0,15,24,6,3,424,0,3261,0,0.0,885,6280000000,763000,40,532758,2500,46647,463000000.0,0,124962.0,0,0,0,5,0,16000,204000,0.0,25995000000.0,2000000000,48201000000,649,1568196000,14300,2455105,1600
120,Senegal,0,5,20,40,0,5,1740,0,2684,502000,0.0,531,11326000000,5257000,19,4089912,0,395798,54646000.0,0,124962.0,0,0,0,4,0,55000,9000,0.0,0.0,0,77382000000,906,889295000,16665,18847519,1000
121,Lebanon,35000,0,68,80,0,0,4538,116,484,207000,0.0,225,36928000000,1771000,8,1775644,65000,69738,0.0,0,124962.0,0,0,0,64,0,174000,0,0.0,0.0,0,65818000000,401,26498095000,21705,5364482,0
122,Panama,0,0,23,38,0,13,262,0,687,837000,0.0,2490,1115532300000,2096000,76,1206965,80000,53643,0.0,0,124962.0,0,0,0,30,0,146000,0,0.0,0.0,0,159867000000,77,6757000000,11978,4470241,800
123,Estonia,78800,0,3,5,0,2,1685,0,657,3000,0.0,3794,26400000000,752000,26,456028,10000,13132,0.0,0,124962.0,0,0,4,8,0,28000,24000,0.0,0.0,0,57377000000,1441,2593000000,58412,1193791,335
124,Eritrea,130000,6,13,20,1,5,860,65,1840,0,0.0,2234,635504500,1800000,10,1598677,0,76127,0.0,0,124962.0,0,0,0,23,0,4000,0,0.0,0.0,0,9702000000,306,225014976,16000,6343956,0
125,Armenia,210000,20,36,71,4,3,1306,109,1570,23000,60.0,0,9014000000,1356000,11,1366335,5000,44651,0.0,0,124962.0,0,0,0,0,0,14000,0,317000000.0,0.0,0,57728000000,686,3607000000,7700,2976765,0
126,Nicaragua,0,0,11,17,0,5,1869,89,1253,0,0.0,910,9053000000,3264000,39,2777610,5500,146893,0.0,0,124962.0,0,0,0,23,0,36000,200,0.0,0.0,0,51088000000,0,5447000000,23897,6676948,2220
127,Slovakia,0,0,22,41,2,7,3074,45,1587,5794000,2343000.0,0,127600000000,2823000,114,2353424,0,61200,52556000.0,0,124962.0,0,0,0,0,0,94000,7000,19000000.0,14158000000.0,9000000,213053000000,3627,11288000000,56926,5563649,172
128,Somalia,0,0,0,0,0,0,682,0,2385,0,0.0,3025,5830000000,3277000,38,1796384,2000,130173,0.0,0,124962.0,0,0,0,10,0,6000,0,0.0,5663000000.0,0,26351000000,0,16747500,15000,13017273,0
129,Dominican Republic,0,0,50,79,0,11,540,5,376,2188000,0.0,1288,27500000000,5302000,32,4034315,30000,97343,0.0,0,124962.0,0,0,0,34,0,134000,0,0.0,0.0,0,261616000000,496,15547000000,19705,10815857,0
130,Benin,0,0,5,5,0,0,92,0,2123,45000,0.0,121,4066500000,4964000,10,3189260,0,308638,0.0,0,124962.0,0,0,0,2,0,46000,0,0.0,1133000000.0,8000000,52510000000,438,698900000,16000,14697052,150
131,Madagascar,0,0,5,5,0,0,158,6,0,511000,0.0,4828,3028500000,15830000,91,7952233,8100,559602,0.0,0,124962.0,0,0,0,6,0,19000,0,150000000.0,0.0,0,51255000000,836,2632000000,31640,29452714,600
132,Bosnia and Herzegovina,6000,0,22,22,0,0,720,45,1543,14766000,14114000.0,20,7760500000,1369000,13,1956316,0,49383,0.0,0,124962.0,0,0,0,0,0,36000,0,2264000000.0,0.0,0,63769000000,965,9205000000,22926,3798671,990
133,Suriname,0,0,3,3,0,0,650,0,1907,0,0.0,386,2200000000,250000,55,84079,200,3234,7109000.0,0,124962.0,0,0,0,17,0,15000,14000,0.0,0.0,89000000,11824000000,0,1346000000,4304,646758,1200
134,Moldova,67000,0,2,3,0,1,500,0,1885,120000,0.0,0,4565500000,1464000,11,1792565,2000,71991,10000.0,0,124962.0,0,0,0,0,0,22000,0,0.0,0.0,0,38969000000,1171,5453000000,9352,3599528,558
135,Slovenia,26000,0,16,39,0,4,1428,54,1211,2553000,2358000.0,47,55000000000,1055000,42,826570,5000,22867,3863000.0,0,124962.0,0,0,0,2,0,45000,0,95000000.0,0.0,0,102036000000,1207,2370000000,38985,2097893,710
136,Liberia,0,0,0,0,0,0,300,0,1667,0,0.0,579,830923000,2499000,99,1913912,5500,65247,0.0,0,124962.0,0,0,0,4,0,4000,0,0.0,0.0,0,8884000000,429,599660000,10600,5437249,0
137,El Salvador,10000,0,30,52,0,4,1844,0,590,500,0.0,307,14258000000,2870000,27,2512278,15000,145831,0.0,0,124962.0,0,0,0,14,0,58000,3,0.0,0.0,0,71957000000,13,3799434000,9012,6628702,422
138,Albania,2000,0,19,19,0,0,1796,46,691,389000,379000.0,362,7312000000,1388000,3,1292554,500,62142,50623000.0,0,124962.0,0,0,0,19,0,2600,1400,522000000.0,5692000000.0,150000000,49592000000,424,6455000000,3945,3107100,41
139,Sierra Leone,0,0,1,1,0,0,150,0,1093,0,0.0,402,2687000000,2913000,8,1203978,0,45605,0.0,0,124962.0,0,0,0,7,0,9000,0,0.0,0.0,0,14633000000,0,495699000,11701,9121049,800
140,North Macedonia,60000,4,10,20,0,0,1108,20,838,5776000,5075000.0,0,11000000000,801000,13,783773,3500,27763,0.0,0,124962.0,0,0,0,0,0,22000,0,332000000.0,0.0,0,42444000000,699,5015000000,14182,2135622,0
141,Montenegro,0,0,11,11,0,0,471,0,680,1517000,1734000.0,294,2958500000,286000,5,85179,5500,3599,0.0,0,124962.0,0,0,0,14,0,8000,0,337000000.0,0.0,0,17115000000,250,1574000000,7762,599849,0
142,Bhutan,0,0,2,2,0,0,84,0,1136,325000,177000.0,0,2757000000,430000,4,122067,0,4423,0.0,0,124962.0,0,0,0,0,0,3000,0,0.0,0.0,0,10981000000,0,976260000,12205,884546,0
143,Kosovo,5000,0,0,0,0,0,737,0,714,8927000,9074000.0,0,2750000000,500300,4,743387,500,17794,0.0,0,124962.0,0,0,0,0,0,15000,0,1564000000.0,0.0,0,23794000000,437,1245000000,2012,1977093,0
144,Beliz,850,0,1,3,0,1,130,0,542,0,0.0,386,1248000000,190000,27,90226,0,8732,0.0,0,124962.0,0,0,0,8,0,5000,800,0.0,0.0,6700000,5257000000,0,473729000,3281,415789,825
145,Iceland,0,0,0,0,0,0,150,0,0,188000,0.0,4970,22000000000,239000,83,50237,0,1820,0.0,0,124962.0,0,0,0,0,0,18000,0,0.0,0.0,0,26155000000,0,5809000000,12898,364036,0
